date,TICKER,CUSIP,COMNAM,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,PRC,SHROUT,MARKET_CAP,TRAN_COST,ASK,BID,day_of_week,day_of_month,month,is_month_start,is_month_end,year,week,RET_ema_12,RET_ema_26,RET_skew_10,RET_kurtosis_10,RET_entropy_10,RSI,OBV,RET_lag_1,RET_lag_7,RET_lag_14,RET_lag_30,RET_mean_7d,RET_std_7d,RET_mean_14d,RET_std_14d,RET_mean_30d,RET_std_30d
1999-11-29,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.099274,3.1146526625125848,0.0027533039647577,5.784120320330052e-10,-0.006205,8.2684980643468,227.0,91442.0,20757334.0,0.3125,228.0,227.375,0,29,11,0,0,1999,48,0.036276202351192104,0.06273104854145878,0.7709921310235672,-0.4155424460916092,2.3025850929940455,51.442935451110515,1.1995483126811743,0.027363,0.029212,0.076399,,0.002038714285714284,0.039665444447756965,0.04774683333333333,0.10221740946710921,,
1999-11-30,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.044053,0.8895657648316069,0.0005274261603375,1.3010464018540334e-10,-0.013439,15.62387086896612,237.0,91442.0,21671754.0,0.0625,236.625,236.5,1,30,11,0,1,1999,48,0.03747263275870101,0.06134748939023961,0.5763109981680234,-0.29232257867691047,2.3025850929940455,52.06795719794673,1.1504256015814083,0.099274,-0.010561,0.011663,,-0.0011361428571428586,0.039656131932016794,0.042592000000000005,0.09430273137790512,,
1999-12-01,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.081751,-0.4431516408875897,0.0002871912693854,-4.72185871554681e-10,0.006343,8.700126856367971,217.625,91442.0,19900065.25,0.03125,217.6875,217.625,2,1,12,1,0,1999,48,0.019130535411208544,0.0507476012872589,0.43878926685592734,0.1330320807435942,2.3025850929940455,45.3778604249504,1.2061758506116307,0.044053,-0.012675,0.001318,,-0.0031351428571428585,0.039863941933484054,0.03743275,0.08851846543720208,,
1999-12-02,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.010913,-0.6428879388906137,0.0017421602787456,-1.7845354322858231e-10,0.008099,3.1069202335906914,215.25,91442.0,19682890.5,0.1875,215.25,214.875,3,2,12,0,0,1999,48,0.014508453040253383,0.04618014934005454,0.6469705459640092,0.20631609383020028,2.3025850929940455,51.62917839355082,1.1606349547964974,-0.081751,-0.000676,-0.041118,,0.002642285714285713,0.03620428699161781,0.02870488888888889,0.08684272519394534,,
1999-12-03,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.038328,0.5436795809970327,0.0045289855072463,-4.2219475444827906e-10,0.017217,4.796089324380482,207.0,91442.0,18928494.0,0.46875,207.9375,207.0,4,3,12,0,0,1999,48,0.0063797679571374775,0.03992028642597642,0.6904205713269209,-0.01543824299421459,2.3025850929940455,49.38461112954973,1.1457299790834636,-0.010913,0.135903,-0.026758,,0.025879571428571425,0.05913084843479795,0.023158599999999998,0.08373356567934855,,
1999-12-06,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.047101,-0.3265954341897648,0.0005767012687427,7.358037309745122e-10,-0.006956,3.229708449071542,216.75,91442.0,19820053.5,0.0625,216.625,216.5,0,6,12,0,0,1999,49,0.012644572886808635,0.04045219113516335,0.3739310077798696,-0.3663379239536267,2.3025850929940455,53.84338095275412,1.1178292577360662,-0.038328,-0.042857,-0.031371,,0.024238714285714284,0.06111053490387802,0.018201363636363634,0.08112025107982929,,
1999-12-07,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.042676,0.7567915322130085,0.0005530973451327,3.6395358525750894e-10,-0.009949,5.673924454845695,226.0,91442.0,20665892.0,0.0625,226.0,225.875,1,7,12,0,0,1999,49,0.01726479244268423,0.040616917717743846,0.13927781950294552,-0.485601207223391,2.3025850929940455,48.447378660981286,1.1144804552060237,0.047101,0.027363,0.071325,,0.01795842857142857,0.05762455176357018,0.022628333333333334,0.07885077699776658,,
1999-12-08,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.068584,0.002220359073694,0.0002587991718426,5.461515738403094e-10,-0.003754,5.686522604492465,241.5,91442.0,22083243.0,0.03125,241.4375,241.375,2,8,12,0,0,1999,49,0.025160055143809736,0.04268855344235541,-0.36514665944256625,-0.7755214398123746,2.3025850929940455,52.171898375544465,1.114537980268905,0.042676,0.099274,0.029212,,0.027967285714285712,0.06545720298208665,0.02313476923076923,0.07551595075782978,,
1999-12-09,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.035197,0.0865425481790891,0.01,2.4918759336481477e-10,0.003013,6.178648760963234,250.0,91442.0,22860500.0,1.25,251.0,248.5,3,9,12,0,0,1999,49,0.026704200506300544,0.04213362355773649,-0.8103148624770988,0.49575111205311273,2.3025850929940455,52.54208286574594,1.1116485842128498,0.068584,0.044053,-0.010561,,0.03576928571428572,0.06331942238816955,0.02072792857142857,0.07311014364164659,,
1999-12-10,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.026,-0.44861660778636,0.0030800821355236,-3.4275316811861625e-10,0.006342,3.406804313116511,243.5,91442.0,22266127.0,0.375,244.25,243.5,4,10,12,0,0,1999,49,0.01859586196686969,0.03708668847938564,-0.4533619299748506,-0.4718748698868462,2.3025850929940455,49.305333267993824,1.1391025747595518,0.035197,-0.081751,-0.012675,,0.025901285714285713,0.07619998061835774,0.005493785714285713,0.05188583409634681,,
1999-12-13,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.061602,0.2447700826578926,0.0010940919037199,-6.952268902276726e-10,-0.001284,4.240688086437305,228.5,91442.0,20894497.0,0.125,228.75,228.5,0,13,12,0,0,1999,50,0.006257729356582045,0.02977641525869041,-0.3511863113192281,-1.437121330857149,2.3025850929940455,46.90005861426118,1.1303882702767656,-0.026,-0.010913,-0.000676,,0.024438857142857144,0.07689017157918292,-0.0021097142857142872,0.04311931354246754,,
1999-12-14,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.050328,0.0251278440959623,0.0023041474654377,-5.834314848299989e-10,-0.008515,4.347247435532906,217.0,91442.0,19842914.0,0.25,217.5,217.0,1,14,12,0,0,1999,50,-0.0024477674675075006,0.023842754869157788,0.12385248763028069,-1.5717566753867662,2.3025850929940455,39.13966906580544,1.1306715615911034,-0.061602,-0.038328,0.135903,0.200603,-0.0004512857142857126,0.06144289984127344,0.008292499999999998,0.05659924147595836,0.200603,
1999-12-15,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.061636,-0.1038309925764928,0.0005425935973955,7.510158479044743e-10,0.007234,3.895868419325911,230.375,91442.0,21065950.75,0.0625,230.375,230.25,2,15,12,0,0,1999,50,0.007411273681339809,0.026642254508479433,-0.12038797298323035,-1.890225570491156,2.3025850929940455,56.60850372188036,1.119046228338269,-0.050328,0.047101,-0.042857,0.105773,0.012399857142857145,0.06049558084253914,0.01182685714285714,0.05111078017985447,0.153188,0.06705493605992029
1999-12-16,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.176343,1.6430247637868214,0.0046125461254612,6.910949269906136e-10,0.003863,10.296876708733404,271.0,91442.0,24780782.0,0.625,271.0,269.75,3,16,12,0,0,1999,50,0.03340077003805676,0.03773119861896244,0.768859248275039,0.7964687290916187,2.3025850929940455,58.920082099721945,1.3075126699179638,0.061636,0.042676,0.027363,-0.009728,0.014587428571428572,0.06139699057461242,0.013369071428571426,0.051239607988748874,0.09888266666666667,0.10533465673904924
1999-12-17,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.039668,-0.2318910921899344,0.0008873114463176,1.9467148831778084e-10,0.001586,7.909122722600118,281.75,91442.0,25763783.5,0.125,281.75,281.5,4,17,12,0,0,1999,50,0.034364959262971104,0.037874665387928184,0.5790349480647058,1.2120779043879577,2.3025850929940455,46.68798883364487,1.3392063849430231,0.176343,0.068584,0.099274,-0.092338,0.010203142857142859,0.05511624583075474,0.015002999999999999,0.05370931396809193,0.0510775,0.1286011759160856
1999-12-20,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.015972,-0.4865519215293697,0.0026200873362445,1.5025995091456528e-10,-0.002069,4.06092386430743,286.25,91442.0,26175272.5,0.375,286.25,285.5,0,20,12,0,0,1999,51,0.03153527322251401,0.036252245729563135,0.7456405140055365,1.3971746502240723,2.3025850929940455,48.383028856839815,1.3507357192755831,0.039668,0.035197,0.044053,0.005772,0.008938000000000001,0.054305431416510556,0.017316571428571428,0.05424927196351511,0.0420164,0.11319988737317717
1999-12-21,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.054585,0.2332774095906975,-0.0004140786749482,3.9483425722632674e-10,0.010817,5.008245663918112,301.875,91442.0,27604053.75,-0.0625,301.875,302.0,1,21,12,0,0,1999,51,0.035081385034434934,0.03761022752737327,0.6751090986094436,1.2102917645061655,2.3025850929940455,58.72684444330648,1.3597432598921086,0.015972,-0.026,-0.081751,0.076399,0.016902428571428575,0.041325181091989335,0.011383071428571426,0.06033516969073584,0.04774683333333333,0.10221740946710921
1999-12-22,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.036025,-0.2226550558559188,0.0,-3.4774899397495063e-10,0.001884,3.8931344458782617,291.0,91442.0,26609622.0,0.0,290.4375,290.4375,2,22,12,0,0,1999,51,0.024141941182983406,0.03215576622904933,1.047785105375199,1.5907718984923156,2.3025850929940455,48.43226761826041,1.3799180345032134,0.054585,-0.061602,-0.010913,0.011663,0.009661142857142858,0.050446039257899346,0.013540571428571426,0.058834781793810305,0.042592000000000005,0.09430273137790512
1999-12-23,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.032861,0.0674080607647276,0.0002220741727737,-3.072721609720923e-10,0.015465,4.155563089171278,281.4375,91442.0,25735207.875,0.03125,281.5,281.4375,3,23,12,0,0,1999,51,0.015372257924062882,0.027339709471341973,1.2700499905594314,1.755826106330536,2.3025850929940455,50.35195988931966,1.3801313136074729,-0.036025,-0.050328,-0.038328,0.001318,0.007946857142857146,0.05251029305583356,0.012714142857142854,0.05952163291140086,0.03743275,0.08851846543720208
1999-12-27,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.015767,-0.5297097578113281,0.0008745080891998,3.086251583298615e-10,-0.00085,1.954320771636666,285.875,91442.0,26140981.75,0.125,285.875,285.625,0,27,12,0,0,1999,52,0.015432987474207054,0.02648247173272405,1.149865066044397,1.7562934570828281,2.3025850929940455,47.8824085963371,1.3543725875046235,-0.032861,0.061636,0.047101,-0.041118,0.010023285714285719,0.05456384873007121,0.01831928571428571,0.05874051907189076,0.02870488888888889,0.08684272519394534
1999-12-28,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.050284,-0.0106431197434907,0.0046040515653775,-1.0475275197576714e-09,0.000384,1.9335207016469456,271.5,91442.0,24826503.0,0.625,272.75,271.5,1,28,12,0,0,1999,52,0.005322681708944429,0.020796066419188936,1.2337682191925818,1.936437577893576,2.3025850929940455,44.200699709036826,1.3550755762068007,0.015767,0.176343,0.042676,-0.026758,0.029118571428571435,0.08357324091649022,0.01627292857142857,0.05723154673975946,0.023158599999999998,0.08373356567934855
1999-12-29,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.118094,1.173264330759877,0.0002058884084826,1.012447745134631e-09,0.003979,4.202051573675116,303.5625,91442.0,27758362.125,0.03125,303.5625,303.5,2,29,12,0,0,1999,52,0.022672115292183753,0.028003320758508275,0.7471236623215675,0.2173288851447965,2.3025850929940455,52.622501710902945,1.5526274776914872,-0.050284,0.039668,0.068584,-0.031371,0.02498771428571429,0.08199719721777951,0.019085214285714285,0.05886042980602968,0.018201363636363634,0.08112025107982929
1999-12-30,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.077208,0.02030740883397,0.0030581039755351,6.022494541295285e-10,0.00069,4.287384352923165,327.0,91442.0,29901534.0,0.5,328.0,327.0,3,30,12,0,0,1999,52,0.031062251401078562,0.03164811181343359,0.661357678519322,-0.05342689248981003,2.3025850929940455,52.20774716352496,1.5517971889739015,0.118094,0.015972,0.035197,0.071325,0.022241285714285717,0.08192018026655436,0.022353642857142857,0.05835586281482466,0.022628333333333334,0.07885077699776658
1999-12-31,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.001911,-0.389320668185192,0.0019076688286913,2.4363085899407462e-11,0.003264,2.618217011876381,327.625,91442.0,29958685.25,0.3125,328.25,327.625,4,31,12,0,1,1999,52,0.02657744349322032,0.029445362790216287,0.42949449538283413,-0.427664500581001,2.3025850929940455,51.445349517629936,1.5811118673262419,0.077208,0.054585,-0.026,0.029212,0.03375342857142858,0.07964157601792575,0.02140185714285714,0.05907535854620465,0.02313476923076923,0.07551595075782978
2000-01-03,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.019458,0.2057181045464988,0.0007782101167315,-2.0982533440070208e-10,-0.009549,3.156831652850987,321.25,91442.0,29375742.5,0.125,321.25,321.0,0,3,1,0,0,2000,1,0.019495067571186426,0.025822891472422487,0.7574123323991119,-0.24114480344791747,2.3025850929940455,52.215046167818755,1.5767158771501877,0.001911,-0.036025,-0.061602,-0.010561,0.03740728571428571,0.07498844401575994,0.01705,0.06294426173638436,0.02072792857142857,0.07311014364164659
2000-01-04,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.066148,-0.243256070143106,0.0016666666666666,-1.0093676421893335e-09,-0.038345,2.38891319087509,300.0,91442.0,27432600.0,0.25,300.5,300.0,1,4,1,0,0,2000,1,0.006319211021773129,0.019010232844835637,0.742305770474049,-0.45335583406937935,2.3025850929940455,49.19836064244656,1.5880735030651694,-0.019458,-0.032861,-0.050328,-0.012675,0.03990257142857143,0.07180548595304108,0.0037477857142857135,0.05508190804356525,0.018501066666666666,0.07097664720120138
2000-01-05,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.055,4.471368341062134,0.0011022927689594,-1.6231833840654872e-10,0.001922,13.070624002099692,283.5,91442.0,25923807.0,0.15625,282.875,282.5625,2,5,1,0,0,2000,1,-0.0031145137508073522,0.013527993374847813,1.2075348745167556,0.6266582590418344,2.3025850929940455,43.41717913291614,1.63792031733133,-0.066148,0.015767,0.061636,-0.000676,0.033349857142857146,0.07158419788013871,0.011211571428571428,0.05535990055253723,0.0173025,0.06873735382550984
2000-01-06,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.167108,-0.3278862855211327,0.007940709370037,-8.809889786642084e-10,0.000956,8.784945648607861,236.125,91442.0,21591742.25,0.9375,238.0,236.125,3,6,1,0,0,2000,1,-0.028344280866067762,0.00014754942115538324,-0.033704430677565046,0.843179522562368,2.3025850929940455,30.558929847064405,1.674678993028533,-0.055,-0.050284,0.176343,0.135903,0.0009745714285714317,0.04073543420192113,0.021853,0.07085385917940802,0.024279,0.07250474957545884
2000-01-07,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.051879,-0.0873171478614188,0.0002516356316054,2.8489119701151717e-10,0.02709,8.01786925045384,248.375,91442.0,22711906.75,0.03125,248.375,248.3125,4,7,1,0,0,2000,1,-0.01600223765590349,0.003979508723292021,-0.3338356266810187,0.3975427090493032,2.3025850929940455,50.63228478964402,1.6555576727698045,-0.167108,0.118094,0.039668,-0.042857,0.012178285714285716,0.05957819824318926,0.01759542857142857,0.06755800235548513,0.020549222222222222,0.07209791524729779
2000-01-10,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.149472,0.574930780037372,0.0006567425569176,4.5340632696326847e-10,0.01119,12.627589072854924,285.5,91442.0,26106691.0,0.09375,285.5625,285.375,0,10,1,0,0,2000,2,0.009455337368081662,0.014756730299344463,-0.10683788092645274,-0.35276537484631426,2.3025850929940455,56.42122052250938,1.7116668923859917,0.051879,0.077208,0.015972,0.027363,0.020926285714285713,0.06451892381235726,0.015589642857142856,0.06712754555277259,0.020907842105263155,0.07008401447252287
2000-01-11,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.024737,-0.5796922469368455,0.0004489337822671,-1.8305674902134464e-10,-0.013063,5.307473589816496,278.4375,91442.0,25460881.875,0.0625,278.625,278.5,1,11,1,0,0,2000,2,0.004194977772992175,0.011831268795689319,-0.19003672440996822,-0.13199346518745259,2.3025850929940455,46.62493468741012,1.8126544990326126,0.149472,0.001911,0.054585,0.099274,0.013401428571428575,0.0629926674274002,0.02532792857142857,0.06157993806735371,0.024826149999999998,0.07042952262650491
2000-01-12,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.087767,1.0916724016434314,0.0059055118110236,-3.4038492121675483e-10,-0.004386,11.101496030270551,254.0,91442.0,23226268.0,0.75,251.875,250.375,2,12,1,0,0,2000,2,-0.009953018807468161,0.004453619255267888,0.22955069164628916,0.2687321936449507,2.3025850929940455,47.745521281212476,1.7438463875570271,-0.024737,-0.019458,-0.036025,0.044053,0.01576814285714286,0.06110921609006987,0.023534214285714287,0.06306461108587039,0.025741714285714284,0.06877430618853443
2000-01-13,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.083415,0.0273380203577229,0.0002684563758389,-3.435557917620321e-10,0.01217,11.404988954747273,232.8125,91442.0,21288840.625,0.03125,232.8125,232.75,3,13,1,0,0,2000,2,-0.021254862067857677,-0.002055167356233437,0.7321963118477554,1.4069638556154414,2.3025850929940455,47.79956229771068,1.743965362621624,-0.087767,-0.066148,-0.032861,-0.081751,0.011012857142857145,0.06657475682376057,0.023924714285714282,0.0626677680635423,0.020855681818181815,0.07092167865455282
2000-01-14,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.012081,-0.3804611202470047,0.0005434782608695,-8.129538588627044e-11,0.010671,7.065834080619409,230.0,91442.0,21031660.0,0.0625,230.125,230.0,4,14,1,0,0,2000,2,-0.01984349867280265,-0.002797821626142071,0.7993806549762326,1.6071377394991921,2.3025850929940455,48.81136933257756,1.7168255490699242,-0.083415,-0.055,0.015767,-0.010913,0.0009032857142857186,0.07096109364695154,0.021686571428571434,0.06233502356524074,0.019474434782608695,0.0696069952446174
2000-01-18,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,-0.080435,0.2825337324373098,0.0023640661938534,-4.589408826087335e-10,-0.006832,9.062170556199558,211.5,91442.0,19339983.0,0.25,212.0,211.5,1,18,1,0,0,2000,3,-0.02916526810775609,-0.008548723727909326,1.0045218830096678,1.6890474418378258,2.3025850929940455,48.71559593945822,1.6975132383229043,-0.012081,-0.167108,-0.050284,-0.038328,-0.01578585714285714,0.09475479086644038,0.015046571428571427,0.06482845396027209,0.017065999999999998,0.06909188947116479
2000-01-19,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.062648,0.6605278623517643,0.00027808676307,2.0257385624681346e-10,0.000522,15.047986701953151,224.75,91442.0,20551589.5,0.03125,224.75,224.6875,2,19,1,0,0,2000,3,-0.015040149937332076,-0.0032748923406567838,0.512691786680728,0.16831828713031324,2.3025850929940455,47.58602974469714,1.792023546451782,-0.080435,0.051879,0.118094,0.047101,-0.025245142857142855,0.08154670695666494,0.018583,0.06917808537835796,0.0182674,0.06790338374055203
2000-01-20,AKAM,00971T10,AKAMAI TECHNOLOGIES INC,0.041157,-0.3294469985131009,0.000534188034188,1.9062094909641168e-10,-0.007095,10.09047264932963,234.0,91442.0,21397428.0,0.0625,235.625,235.5,3,20,1,0,0,2000,3,-0.00639443456235791,1.635894383631119e-05,0.15375761435656946,-0.2872500920359217,2.3025850929940455,48.403473732225024,1.799103691896827,0.062648,0.149472,0.077208,0.042676,-0.014921714285714285,0.09931650901489016,0.021583785714285715,0.07084527945641995,0.019206192307692306,0.06670344330243783
