date,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,DJI_Return
3/5/1993,0.0199,0.806984668,0.009756098,3.66E-10,-0.00275,4.437908196,0.001668231
3/8/1993,0.043902,0.282926369,0.004672897,6.03E-10,0.019278,5.693509449,0.019044887
3/9/1993,0.046729,0.925338404,0.004464286,3.18E-10,-0.000682,10.9619324,0.000778284
3/10/1993,-0.03125,-0.403530648,0.00921659,-3.69E-10,0.004247,6.538456711,0.001791404
3/11/1993,0.009217,-0.464533675,0.00456621,2.01E-10,-0.00572,3.501123389,-0.006135136
3/12/1993,0.022831,0.726577438,0.008928571,2.82E-10,-0.008574,6.04496065,-0.008440825
3/15/1993,-0.03125,-0.513150609,0.004608295,-8.19E-10,0.003557,2.942985411,0.004256304
3/16/1993,0.009217,0.017059994,0.00913242,2.35E-10,-0.000133,2.993192725,0.000156878
3/17/1993,0.004566,0.033757339,0.009090909,1.12E-10,-0.006779,3.094234945,-0.00470816
3/18/1993,0.013636,0.679467244,0.00896861,1.97E-10,0.007986,5.196666234,0.011351869
3/19/1993,0.013453,0.126846745,0.008849558,1.70E-10,-0.003784,5.855846433,0.001714023
3/22/1993,0,-0.036081738,0.004424779,0,-0.002888,5.644557318,-0.00233326
3/23/1993,0.022124,-0.325995108,0.008658009,4.21E-10,-0.000267,3.804459246,-0.000467701
3/24/1993,-0.038961,0.000384911,0.004504505,-7.72E-10,-0.001538,3.805923626,-0.004760511
3/25/1993,0.013514,-0.522013961,0.008888889,5.53E-10,0.006271,1.819178357,0.004626539
3/26/1993,-0.013333,-0.259544618,0.009009009,-7.46E-10,-0.006875,1.347020405,-0.006165303
3/29/1993,-0.004505,0.562975617,0.00456621,-1.64E-10,0.006677,2.105360049,0.004395408
3/30/1993,0.013699,-0.252384738,0.009009009,6.56E-10,0.002662,1.573999305,0.000628034
3/31/1993,-0.022523,0.263024987,0.004608295,-8.74E-10,-0.000664,1.988000452,-0.006409656
4/1/1993,0.013825,-0.091865727,0.009090909,5.83E-10,-0.003033,1.805371346,0.001260464
4/2/1993,-0.018182,0.917612978,0.009259259,-4.07E-10,-0.019787,3.462003523,-0.019953796
4/5/1993,0.041667,-0.302495619,0.013333333,1.28E-09,0.002039,2.414762624,0.002486015
4/6/1993,0,0.181928441,0.008888889,0,-0.002555,2.854076625,-0.000479367
4/7/1993,0.022222,0.473796086,0.008695652,3.84E-10,0.003559,4.206326958,0.005758563
4/8/1993,0,0.540259611,0.008695652,0,-0.00201,6.478835525,-0.000158974
4/12/1993,0.017391,-0.391992251,0.012820513,3.16E-10,0.014779,3.939182207,0.009306726
4/13/1993,0.004274,0.077429634,0.008510638,7.17E-11,0.001896,4.244191641,0.004649802
4/14/1993,0,-0.48654377,0.004255319,0,-0.001247,2.179206641,0.003371011
4/15/1993,-0.025532,0.596908899,0.004366812,-5.36E-10,-0.00058,3.479994477,8.10E-05
4/16/1993,0.0131,-0.28866847,0.004310345,3.82E-10,0.001204,2.475429796,0.006565599
4/19/1993,-0.012931,-0.581424829,0.008733624,-9.12E-10,-0.003297,1.03615345,-0.003340448
4/20/1993,-0.026201,1.190187765,0.00896861,-8.66E-10,-0.005274,2.269370609,-0.006778214
4/21/1993,0.022422,0.143897493,0.00877193,6.34E-10,-0.003303,2.59592735,-0.001176147
4/22/1993,-0.008772,-0.274800548,0.008849558,-3.45E-10,-0.0094,1.882565092,-0.002985957
4/23/1993,0.035398,1.737748639,0.004273504,4.91E-10,-0.00553,5.153990017,-0.004490854
4/26/1993,-0.029915,-0.320168852,0.008810573,-6.29E-10,-0.007986,3.503842952,-0.004511113
4/27/1993,-0.004405,-0.208131829,0.004424779,-1.18E-10,0.01031,2.77458171,0.005167128
4/28/1993,-0.017699,-0.587122069,0.009009009,-1.16E-09,2.30E-05,1.145563556,-0.000711353
4/29/1993,0.022523,1.154309715,0.008810573,6.73E-10,0.001986,2.467898698,0.003404165
4/30/1993,-0.013216,-0.149360007,0.013392857,-4.70E-10,0.002962,2.099293332,0.000709444
5/3/1993,0,-0.398704534,0.008928571,0,0.005157,1.262295562,0.005517035
5/4/1993,0.008929,0.365429234,0.004424779,3.84E-10,0.003594,1.723575263,-7.83E-05
5/5/1993,-0.017699,0.326860056,0.009009009,-5.83E-10,0.001058,2.28694317,0.000844456
5/6/1993,0.027027,0.28503476,0.004385965,6.75E-10,-0.002835,2.938801468,-0.002087558
5/7/1993,-0.02193,-0.696398064,0.00896861,-1.84E-09,-0.002143,0.892225816,-0.001368419
5/10/1993,-0.004484,0.763423212,0.013513514,-2.15E-10,0.001108,1.573371714,0.001771822
5/11/1993,0.022523,0.49368435,0.008810573,7.07E-10,0.003523,2.350120707,0.007397008
5/12/1993,-0.013216,-0.16218622,0.008928571,-5.01E-10,0.00099,1.968963512,0.003909206
5/13/1993,-0.017857,0.287930302,0.009090909,-5.36E-10,-0.012522,2.53588777,-0.009855546
5/14/1993,0,-0.115327504,0.009090909,0,0.000751,2.243430164,-0.001444314
5/17/1993,-0.009091,-0.196008952,0.004587156,-3.87E-10,0.001843,1.803697769,0.002009847
5/18/1993,0.018349,-0.111807005,0.009009009,8.63E-10,-0.000114,1.602031723,-0.001605841
5/19/1993,0.022523,0.572081483,0.004405286,6.59E-10,0.016465,2.518524407,0.016153844
5/20/1993,0.017621,0.784533599,0.004329004,2.84E-10,0.006748,4.494391425,0.0066428
5/21/1993,-0.021645,-0.427108546,0.008849558,-6.23E-10,-0.010542,2.574798439,-0.008642501
5/24/1993,-0.004425,-0.280467988,0.008888889,-1.78E-10,0.004845,1.8526499,0.004280183
5/25/1993,0.008889,-0.024503162,0.004405286,3.63E-10,0.001897,1.80725412,0.002522921
5/26/1993,0.013216,0.230234981,0.004347826,4.33E-10,0.010226,2.223347238,0.006691074
5/27/1993,0.008696,0.007245013,0.00862069,2.80E-10,-0.002272,2.239455418,0.004143928
5/28/1993,-0.008621,-0.485380663,0.004347826,-5.44E-10,-0.004907,1.152467062,-0.007707864
6/1/1993,-0.008696,-0.187511345,0.004385965,-6.82E-10,0.008085,0.936366413,0.007061843
6/2/1993,-0.008772,0.781054513,0.004424779,-3.90E-10,4.40E-05,1.667719626,0.000312432
6/3/1993,0.017699,-0.001881586,0.013043478,7.74E-10,-0.002997,1.664581668,-0.002414508
6/4/1993,0.004348,0.277994219,0.012987013,1.48E-10,-0.00537,2.127325749,7.61E-05
6/7/1993,-0.008658,-0.524928705,0.008733624,-6.26E-10,-0.005266,1.010631399,-0.003669816
6/8/1993,-0.0131,0.268060443,0.008849558,-7.57E-10,-0.006656,1.281541699,-0.006112415
6/9/1993,0.00885,0.205680705,0.004385965,4.20E-10,0.002406,1.5451301,0.00039592
6/10/1993,0.017544,1.332250203,0.00862069,3.51E-10,-0.000897,3.603629989,-0.005754659
6/11/1993,0.025862,-0.169511204,0.004201681,6.08E-10,0.004221,2.992774331,0.003806158
6/14/1993,-0.012605,-0.465329232,0.004255319,-5.61E-10,0.001006,1.600148948,0.002761742
6/15/1993,0.008511,0.765067329,0.004219409,2.13E-10,-0.003216,2.82437063,-0.006455745
6/16/1993,0.004219,0.598992667,0.008403361,6.57E-11,0.002599,4.516147927,0.00562712
6/17/1993,0.008403,-0.161895497,0.004166667,1.55E-10,0.002481,3.785003912,0.002916005
6/18/1993,0,0.109710938,0.004166667,0,-0.010835,4.200260241,-0.007700375
6/21/1993,-0.0125,-0.226666003,0.004219409,-2.72E-10,0.005725,3.248204043,0.004592591
6/22/1993,0.016878,0.080762543,0.008298755,3.34E-10,-0.00065,3.51053726,-0.003785451
6/23/1993,0.020747,0.224062928,0.004065041,3.28E-10,-0.006144,4.297118519,-0.008783333
6/24/1993,0,-0.384547977,0.008130081,0,0.007739,2.644670284,0.006865115
6/25/1993,0.004065,0.460370195,0.008097166,7.13E-11,0.002194,3.862197658,8.02E-05
6/28/1993,0.012146,-0.296013433,0.004,2.99E-10,0.009495,2.71893527,0.011260756
6/29/1993,0.008,0.29945372,0.003968254,1.50E-10,-0.002567,3.533130552,-0.003215074
6/30/1993,0.02381,0.717804488,0.011627907,2.54E-10,-0.000355,6.028567748,-0.000787195
7/1/1993,-0.031008,-0.537536192,0.004,-7.40E-10,-0.003352,2.787994398,-0.001575629
7/2/1993,0,-0.236341954,0.008064516,0,-0.007082,2.129074353,-0.007568656
7/6/1993,0,0.299141128,0.008064516,0,-0.009891,2.765968058,-0.009770474
7/7/1993,0.012097,0.137480279,0.011952191,2.55E-10,0.003172,3.146234119,0.007461018
7/8/1993,-0.015936,-0.158840235,0.008097166,-4.05E-10,0.01312,2.646485552,0.01114893
7/9/1993,0.004049,-0.263505025,0.004032258,1.39E-10,-0.001137,1.94912331,0.001889398
7/12/1993,0.012097,0.381876333,0.007968127,2.97E-10,0.001897,2.693447372,0.000942848
7/13/1993,0.011952,0.184539423,0.007874016,2.45E-10,-0.001982,3.190494595,-0.0025366
7/14/1993,0.003937,0.071642569,0.003921569,7.51E-11,0.004441,3.419069823,0.007711725
7/15/1993,-0.007843,-0.682995016,0.003952569,-4.75E-10,-0.001911,1.083862173,0.002365495
7/16/1993,0.003953,1.081096626,0.007874016,1.15E-10,-0.007725,2.255621912,-0.006375764
7/19/1993,0.011811,0.308982036,0.003891051,2.59E-10,0.000628,2.952568562,0.001981127
7/20/1993,-0.007782,-0.297487508,0.003921569,-2.45E-10,0.00287,2.074216299,0.002687199
7/21/1993,0.015686,0.090863554,0.007722008,4.45E-10,-0.000291,2.262686964,0.002995919
7/22/1993,-0.003861,0.382404261,0.007751938,-7.95E-11,-0.005971,3.127948101,-0.008488477
7/23/1993,0.011628,0.020328174,0.003831418,2.32E-10,0.005827,3.191533574,0.006104589
7/26/1993,0.049808,0.795885149,0.00729927,5.27E-10,0.004451,5.731627747,0.005909641
7/27/1993,-0.007299,0.255410942,0.011029412,-6.20E-11,-0.001893,7.195548186,-0.000627853
7/28/1993,-0.025735,-0.616610835,0.00754717,-5.85E-10,-0.002342,2.758695209,-0.003368432
7/29/1993,0,-0.212112082,0.00754717,0,0.00682,2.173542625,0.003931382
7/30/1993,-0.015094,-0.320936902,0.007662835,-6.51E-10,-0.004686,1.475972588,-0.00783478
8/2/1993,0.011494,0.813036745,0.007575758,2.70E-10,0.004508,2.675992536,0.006080012
8/3/1993,0.018939,0.418776207,0.007434944,3.08E-10,-0.001955,3.796634541,7.86E-05
8/4/1993,0.011152,0.635542663,0.007352941,1.10E-10,-0.001625,6.209557769,-0.002588956
8/5/1993,-0.014706,-0.469564635,0.007462687,-2.77E-10,-0.000914,3.293769039,-0.000867127
8/6/1993,-0.007463,-0.520976595,0.011278195,-2.96E-10,0.001227,1.577792462,0.003229095
8/9/1993,0.018797,0.244303964,0.003690037,5.87E-10,0.004547,1.963253415,0.004395578
8/10/1993,-0.01107,-0.042548688,0.007462687,-3.65E-10,-0.002818,1.879719559,-0.000936807
8/11/1993,-0.011194,-0.129560027,0.00754717,-4.29E-10,0.002247,1.636183043,0.00297255
8/12/1993,0.003774,0.143383287,0.003759398,1.26E-10,-0.00333,1.870784346,-0.003979519
8/13/1993,-0.003759,-0.341108519,0.00754717,-1.91E-10,0.002628,1.232643867,0.000156851
8/16/1993,0.007547,0.770734997,0.003745318,2.15E-10,0.004976,2.182685634,0.002661325
8/17/1993,-0.022472,-0.259996192,0.007662835,-8.86E-10,0.001658,1.615195681,0.002187692
8/18/1993,0.030651,1.505467644,0.003717472,4.68E-10,0.006422,4.046820519,0.00498473
8/19/1993,-0.007435,-0.540282413,0.003745318,-2.49E-10,0.000855,1.860394562,0.00201666
8/20/1993,-0.014981,0.733162069,0.007604563,-2.94E-10,-0.000592,3.224365288,0.000927458
8/23/1993,0,-0.568022169,0.003802281,0,-0.002039,1.392854323,-0.00262759
8/24/1993,0,1.011338207,0.003802281,0,0.009973,2.801501116,0.009145913
8/25/1993,0.022814,0.006304703,0.007434944,5.00E-10,0.000783,2.819163747,0.003608209
8/26/1993,-0.01487,-0.416820226,0.003773585,-5.67E-10,0.001978,1.644079278,-0.001070663
8/27/1993,-0.015094,0.14231547,0.003831418,-5.12E-10,-0.001085,1.878057194,-0.002069539
8/30/1993,0,0.194290772,0.003831418,0,0.002953,2.242946376,0.000922947
8/31/1993,-0.003831,-0.011117287,0.007692308,-1.10E-10,0.003594,2.218010897,0.001992324
9/1/1993,0.007692,0.400880645,0.007633588,1.57E-10,-0.000884,3.107168535,-0.001684328
9/2/1993,0.01145,-0.153480907,0.00754717,2.73E-10,-0.003994,2.63027749,-0.005212477
9/3/1993,0.011321,0.059172065,0.007462687,2.52E-10,8.70E-05,2.785916441,0.002159299
9/7/1993,-0.011194,0.001939285,0.003773585,-2.52E-10,-0.006113,2.791319128,-0.007383146
9/8/1993,-0.003774,-0.011389861,0.011363636,-8.61E-11,-0.004078,2.759526392,-0.005037333
9/9/1993,0.015152,-0.431325301,0.007462687,5.99E-10,0.001861,1.56927284,0.000156052
9/10/1993,0.011194,0.910487288,0.003690037,2.29E-10,0.009224,2.998075812,0.008953888
9/13/1993,0.00369,-0.167868034,0.003676471,9.04E-11,0.000736,2.494794719,0.003473596
9/14/1993,-0.014706,-0.191404298,0.007462687,-4.52E-10,-0.004675,2.017280287,-0.005076743
9/15/1993,0.014925,0.075298723,0.003676471,4.21E-10,0.003696,2.169178916,0.004947754
9/16/1993,-0.003676,-0.1423508,0.003690037,-1.21E-10,-0.004701,1.860394562,-0.000770521
9/17/1993,0.00369,1.140846644,0.007352941,5.66E-11,-0.001306,3.982819455,-0.004847377
9/20/1993,0.018382,0.057755517,0.007220217,2.62E-10,-0.008238,4.212849253,-0.010364617
9/21/1993,-0.018051,-0.060718161,0.007352941,-2.79E-10,-0.004615,3.957052793,-0.010783617
9/22/1993,0.011029,-0.264716694,0.007272727,2.29E-10,0.007175,2.90955486,0.002764876
9/23/1993,0.014545,0.410298529,0.003584229,2.11E-10,0.003376,4.103340939,-0.002049613
9/24/1993,0.02509,0.395857599,0.003496503,2.55E-10,-0.00024,5.727679629,0.00094925
9/27/1993,0.006993,-0.357422725,0.006944444,1.10E-10,0.009112,3.680476766,0.006940186
9/28/1993,0.013889,0.175022584,0.006849315,1.83E-10,-0.000585,4.324643319,-0.000470872
9/29/1993,-0.013699,-0.132231405,0.006944444,-2.11E-10,-0.003077,3.752789657,7.85E-05
9/30/1993,-0.003472,-0.509302326,0.010452962,-1.09E-10,-0.002565,1.825541513,-0.003134883
10/1/1993,-0.013937,0.459377116,0.007067138,-3.05E-10,0.005142,2.664153509,0.00731058
10/4/1993,0.010601,-0.221217042,0.003521127,2.96E-10,0.000108,2.074797351,-0.000935491
10/5/1993,0.014085,0.572180302,0.006944444,2.47E-10,-0.000303,3.261955525,0.002655293
10/6/1993,-0.003472,-0.372339754,0.006968641,-9.74E-11,-0.000997,2.047399808,0.0032699
10/7/1993,-0.017422,-0.246000604,0.003546099,-6.60E-10,-0.003386,1.54373822,-0.004267894
10/8/1993,0.003546,0.442353883,0.003533569,9.27E-11,0.002461,2.226616815,0.000309772
10/11/1993,0,-0.730224813,0.007067138,0,0.001238,0.600685969,0.002418564
10/12/1993,0.017668,7.241769547,0.003472222,2.04E-10,0.000521,4.950715323,-7.79E-05
10/13/1993,0,-0.594723921,0.003472222,0,0.000802,2.006406493,0.002799804
10/14/1993,0,0.895790554,0.003472222,0,0.011571,3.803726478,0.005117671
10/15/1993,-0.03125,-0.23617655,0.003584229,-6.35E-10,0.005719,2.90537548,0.002236589
10/18/1993,-0.039427,0.33749291,0.007462687,-6.24E-10,-0.002236,3.885919105,0.003465844
10/19/1993,0,-0.061386768,0.007462687,0,-0.004782,3.647375089,-0.001919109
10/20/1993,0.029851,-0.238337287,0.007246377,6.42E-10,-0.0003,2.778069606,0.00269028
10/21/1993,0,-0.151490435,0.007246377,0,-0.001523,2.357218634,-0.002452658
10/22/1993,-0.003623,-0.219085904,0.007272727,-1.18E-10,-0.004491,1.840785259,0.00361374
10/25/1993,-0.010909,-0.110675918,0.003676471,-4.04E-10,0.002007,1.637054661,0.006661567
10/26/1993,-0.040441,1.691455895,0.007662835,-5.80E-10,0.000215,4.406060419,-0.000304909
10/27/1993,0,-0.46645472,0.007662835,0,0.000668,2.350832741,-0.00213209
10/28/1993,-0.034483,1.183753943,0.007936508,-4.39E-10,0.006715,5.133640268,0.006330791
10/29/1993,0.02381,-0.117090004,0.007751938,3.36E-10,0.000214,4.532542307,-0.001971338
11/1/1993,-0.015504,-0.522019725,0.007874016,-4.64E-10,0.002715,2.16646582,0.003265786
11/2/1993,0,0.14481316,0.003937008,0,-0.001407,2.480198581,0.001362122
11/3/1993,-0.03937,0.497093023,0.008196721,-7.16E-10,-0.01157,3.713087991,-0.009673677
11/4/1993,0,-0.365825243,0.004098361,0,-0.011943,2.354746676,-0.010074125
11/5/1993,0.012295,0.055550695,0.008097166,3.30E-10,0.004547,2.485554491,0.00508967
11/8/1993,-0.008097,0.724266534,0.004081633,-1.27E-10,0.001393,4.285758428,0.001226858
11/9/1993,0.040816,-0.173035328,0.007843137,7.44E-10,0.000261,3.544170812,-0.002146395
11/10/1993,-0.019608,-0.454286545,0.012,-6.68E-10,0.007364,1.934101701,0.00645042
11/11/1993,-0.012,0.177015657,0.012145749,-3.52E-10,-0.002329,2.276467983,-0.000305746
11/12/1993,0.008097,0.340240702,0.004016064,1.76E-10,0.005944,3.051015048,0.006026073
11/15/1993,0.02008,-0.515292688,0.007874016,8.81E-10,-0.003524,1.478849303,-0.001894417
11/16/1993,0.007874,-0.073129962,0.0078125,3.70E-10,0.006447,1.370701109,0.009041419
11/17/1993,-0.03125,0.644574692,0.008064516,-9.21E-10,-0.004135,2.254220355,-0.001730078
11/18/1993,-0.008065,0.114502422,0.008130081,-2.15E-10,-0.00256,2.512334044,-0.005131807
11/19/1993,0,0.263938996,0.012195122,0,-0.0022,3.17543697,0.002352543
11/22/1993,-0.03252,0.092312682,0.008403361,-6.49E-10,-0.007501,3.468570075,-0.006432037
11/23/1993,0.016807,-0.323791424,0.008264463,4.88E-10,0.004138,2.345476831,0.001068026
11/24/1993,0.016529,0.084577551,0.012195122,4.35E-10,0.002885,2.543851518,0.003649847
11/26/1993,0.00813,-0.80881043,0.008064516,1.11E-09,0.001514,0.486357878,-0.00098442
11/29/1993,0.020161,3.088521813,0.019762846,6.60E-10,-0.002505,1.988484792,-0.001669377
11/30/1993,-0.007905,-0.49093546,0.007968127,-5.13E-10,-0.000238,1.012267095,0.001672169
12/1/1993,0.023904,1.121896622,0.003891051,7.14E-10,0.000217,2.14792613,0.003564144
12/2/1993,0.003891,-0.339023689,0.007751938,1.75E-10,0.002641,1.419728291,0.001360541
12/3/1993,-0.01938,-0.197330238,0.003952569,-1.11E-09,0.003844,1.139572969,0.000529417
12/6/1993,-0.011858,0.812002892,0.008,-3.79E-10,0.003313,2.064909516,0.001657607
12/7/1993,0.012,0.055267358,0.007905138,3.59E-10,0.000708,2.17903161,0.002336774
12/8/1993,0.007905,-0.232274532,0.007843137,3.05E-10,-0.001007,1.672898063,0.004208296
12/9/1993,-0.007843,-0.164019209,0.007905138,-3.65E-10,-0.004525,1.398510645,-0.001271914
12/10/1993,-0.003953,-0.437472382,0.007936508,-3.29E-10,-0.000539,0.786700862,0.002919714
12/13/1993,-0.003968,1.303220738,0.003984064,-1.44E-10,0.003815,1.811945741,0.006351806
12/14/1993,-0.003984,-0.024442929,0.008,-1.49E-10,-0.005669,1.76765648,-0.005791062
12/15/1993,-0.028,0.036825545,0.012345679,-1.04E-09,-0.002635,1.832751393,-0.006869491
12/16/1993,-0.00823,1.108463527,0.008298755,-1.46E-10,0.003248,3.864289466,0.002480541
12/17/1993,0.008299,0.371075217,0.012345679,1.06E-10,0.006561,5.29823152,0.006824804
12/20/1993,0.016461,-0.617962675,0.008097166,5.43E-10,-0.001136,2.024122197,0.000970232
12/21/1993,0.020243,0.485853857,0.007936508,4.40E-10,-0.001181,3.007549774,-0.00267896
12/22/1993,-0.011905,-0.246575342,0.004016064,-3.48E-10,0.004341,2.265962158,0.004549895
12/23/1993,0.008032,0.010545455,0.003984064,2.30E-10,0.000128,2.289857759,-0.00118813
12/27/1993,0.015936,-0.274379273,0.003921569,6.20E-10,0.006761,1.661568252,0.009370033
12/28/1993,-0.019608,0.103025043,0.004,-7.05E-10,0.00085,1.832751393,0.000221488
12/29/1993,-0.004,0.118354502,0.008032129,-1.29E-10,-0.000764,2.049665771,0.000147626
12/30/1993,0.008032,-0.363517588,0.011952191,4.04E-10,-0.004123,1.304576214,-0.00486257
12/31/1993,-0.015936,0.058582031,0.012145749,-7.70E-10,-0.004673,1.37242057,-0.005770786
1/3/1994,-0.032389,1.498210024,0.012658228,-6.53E-10,-0.002165,3.428594825,0.000668607
1/4/1994,0.021097,-0.28684022,0.004132231,5.84E-10,0.003115,2.445135932,0.007267158
1/5/1994,-0.012397,0.158070998,0.008368201,-3.00E-10,0.001414,2.831641009,0.003943066
1/6/1994,-0.020921,1.9626952,0.004273504,-1.75E-10,-0.00092,8.389289224,0.001331944
1/7/1994,-0.004274,-0.017862372,0.008583691,-3.65E-11,0.005951,8.23943662,0.004440239
1/10/1994,0.012876,0.011603061,0.004237288,1.07E-10,0.011428,8.335039306,0.011709679
1/11/1994,0.042373,0.283925089,0.012195122,2.64E-10,-0.002399,10.70156608,-0.003932198
1/12/1994,-0.004065,-0.243481732,0.008163265,-3.36E-11,8.40E-05,8.095930233,-0.000436374
1/13/1994,0.020408,-0.449161757,0.004,3.00E-10,-0.003585,4.459547986,-0.00161095
1/14/1994,0.028,-0.141709512,0.003891051,4.66E-10,0.005164,3.827587619,0.006446447
1/17/1994,-0.023346,-0.547681446,0.007968127,-8.80E-10,-0.00339,1.731288896,0.00079905
1/18/1994,-0.01992,0.834220173,0.008130081,-4.18E-10,0.002007,3.175565018,0
1/19/1994,-0.020325,0.30866426,0.008298755,-3.32E-10,0.000105,4.155748444,0.00363799
1/20/1994,0.020747,-0.064482759,0.004065041,3.55E-10,0.001434,3.88777432,0.001953945
1/21/1994,0.004065,-0.192722869,0.004048583,8.59E-11,-0.000547,3.1385113,0.005786293
1/24/1994,0.020243,-0.27839019,0.035714286,5.81E-10,-0.005793,2.264780544,-0.000431715
1/25/1994,0.039683,5.398897225,0.003816794,1.71E-10,-0.002225,14.49209794,-0.004459721
1/26/1994,-0.019084,-0.588125609,0.007782101,-2.04E-10,0.004842,5.968924009,0.003250015
1/27/1994,-0.003891,-0.604245979,0.0078125,-1.05E-10,0.008136,2.36222568,0.004682715
1/28/1994,0.019531,1.154346131,0.011494253,2.41E-10,0.003459,5.089051752,0.004872242
1/31/1994,0,-0.220724888,0.003831418,0,0.006079,3.965771372,0.00834641
2/1/1994,0,-0.417974396,0.007662835,0,-0.004132,2.308180478,-0.003607038
2/2/1994,0.003831,0.144035477,0.015267176,9.07E-11,0.004962,2.640640354,0.002908678
2/3/1994,-0.015267,-0.372431971,0.003875969,-5.85E-10,-0.002676,1.657181461,-0.001982153
2/4/1994,-0.042636,0.987276096,0.008097166,-8.58E-10,-0.022675,3.293277104,-0.024256109
